Date,Close,Open,High,Low,Volume,Percentage_change
9-Jul-15,421.25,416.5,425,416.5,5.16K,1.20%
8-Jul-15,416.25,414.75,420.75,411.75,5.78K,0.12%
7-Jul-15,415.75,412.5,416.25,407.75,6.96K,-0.66%
6-Jul-15,418.5,417.75,419.5,408.75,10.26K,-2.33%
3-Jul-15,428.5,428.5,428.5,428.5,-,2.08%
2-Jul-15,419.75,413,422,409.75,11.00K,1.45%
1-Jul-15,413.75,411,417,403,18.65K,-0.06%
30-Jun-15,414,383.25,415,382.75,39.75K,8.02%
29-Jun-15,383.25,383.75,391.75,381.75,138.12K,-0.45%
26-Jun-15,385,376,390,375.5,191.98K,2.26%
25-Jun-15,376.5,366,377,363.5,176.63K,2.73%
24-Jun-15,366.5,367,371,363.25,210.67K,-0.27%
23-Jun-15,367.5,361,368.75,360.5,202.63K,2.08%
22-Jun-15,360,352.75,360.5,350.5,179.34K,1.91%
19-Jun-15,353.25,357.75,358,351.75,164.91K,-1.33%
18-Jun-15,358,359,361.25,356,180.25K,-0.35%
17-Jun-15,359.25,353.75,361.25,353.75,197.54K,1.48%
16-Jun-15,354,349,354.25,347.5,253.14K,1.65%
15-Jun-15,348.25,353,353.25,346.75,261.74K,-1.35%
12-Jun-15,353,356,356.75,352.25,223.04K,-0.98%
11-Jun-15,356.5,357.5,360,354.5,256.05K,-0.21%
10-Jun-15,357.25,364.75,366.5,356.75,349.01K,-2.12%
9-Jun-15,365,364.75,368.5,362.5,230.80K,-0.07%
8-Jun-15,365.25,360.5,366.25,360.5,174.60K,1.32%
5-Jun-15,360.5,362.75,367.25,359.75,209.28K,-0.83%
4-Jun-15,363.5,358.5,364.5,356.5,146.47K,1.25%
3-Jun-15,359,359,364,357,222.94K,0.00%
2-Jun-15,359,352,359.5,351.75,180.41K,1.92%
1-Jun-15,352.25,350.5,354.25,348.25,140.81K,0.21%
29-May-15,351.5,353.25,357,350,141.54K,-0.57%
28-May-15,353.5,349.5,355,348.25,163.61K,1.14%
27-May-15,349.5,355,356.5,348.75,180.70K,-1.55%
26-May-15,355,361,362.5,354,172.18K,-1.39%
22-May-15,360,364,367.75,359.5,155.68K,-1.37%
21-May-15,365,360,366.5,359.75,170.41K,1.39%
20-May-15,360,362.25,362.5,358.5,152.95K,-0.55%
19-May-15,362,367.25,368.5,360.25,175.47K,-1.63%
18-May-15,368,365.25,371.25,364,155.82K,0.68%
15-May-15,365.5,367.75,371.5,362,171.13K,1.25%
14-May-15,361,356.75,363.75,356,0.12K,1.40%
13-May-15,356,356.25,359,352.75,0.58K,-0.28%
12-May-15,357,358.25,362,355.25,0.41K,-0.35%
11-May-15,358.25,359,361,357,0.64K,-0.07%
8-May-15,358.5,357.75,359,356.5,1.21K,0.21%
7-May-15,357.75,365.5,366.25,357.25,3.29K,-2.39%
6-May-15,366.5,361.75,369,361.75,2.99K,1.45%
5-May-15,361.25,357.75,361.75,354,4.25K,0.70%
4-May-15,358.75,359,360.75,356.75,3.34K,-0.28%
1-May-15,359.75,362.5,363,357.5,6.09K,-0.76%
30-Apr-15,362.5,364.25,367.75,360,19.35K,-0.34%
29-Apr-15,363.75,361,364.5,359.5,79.15K,0.76%
28-Apr-15,361,360.5,363.5,359,116.77K,0.07%
27-Apr-15,360.75,363.75,365.25,360.5,139.21K,-1.03%
24-Apr-15,364.5,371,371.25,363.75,145.31K,-1.69%
23-Apr-15,370.75,372.5,378,370.25,191.79K,-0.47%
22-Apr-15,372.5,373,374,369.25,141.19K,-0.13%
21-Apr-15,373,377,377,371.25,179.37K,-1.32%
20-Apr-15,378,379.5,381.75,375.75,133.45K,-0.46%
17-Apr-15,379.75,376.25,380.75,375,152.40K,0.93%
16-Apr-15,376.25,375.75,377.75,373,122.45K,0.07%
15-Apr-15,376,372.75,379,370.5,220.50K,0.67%
14-Apr-15,373.5,371,374.75,370,173.03K,0.81%
13-Apr-15,370.5,375,376,370.25,184.71K,-1.72%
10-Apr-15,377,378.25,379.5,374.25,196.23K,-0.26%
9-Apr-15,378,379,380,375,198.13K,-0.33%
8-Apr-15,379.25,383.25,385,376.75,214.36K,-0.98%
7-Apr-15,383,385,387.25,382,99.16K,-0.52%
6-Apr-15,385,386.25,390,383.5,84.78K,-0.39%
3-Apr-15,386.5,386.5,386.5,386.5,-,0.00%
2-Apr-15,386.5,381.75,388.5,378.25,177.88K,1.24%
1-Apr-15,381.75,377,382.25,374,221.06K,1.46%
31-Mar-15,376.25,394,398.5,375.25,349.25K,-4.63%
30-Mar-15,394.5,391.5,395,390,175.82K,0.90%
27-Mar-15,391,391,393.5,389.25,136.75K,-0.06%
26-Mar-15,391.25,394,397,389.25,156.06K,-0.95%
25-Mar-15,395,392.75,395.75,391.5,150.27K,0.45%
24-Mar-15,393.25,389.25,393.75,388.5,135.28K,0.77%
23-Mar-15,390.25,385,391.75,385,160.88K,1.36%
20-Mar-15,385,373.5,387.5,372.75,211.23K,3.08%
19-Mar-15,373.5,377.5,380.5,370.5,152.29K,-0.33%
18-Mar-15,374.75,371.5,375.25,367,146.49K,1.01%
17-Mar-15,371,379,379.75,370,175.67K,-2.11%
16-Mar-15,379,380.75,382.25,375.5,145.23K,1.34%
13-Mar-15,374,383.25,383.75,375.25,0.46K,-2.16%
12-Mar-15,382.25,384,384.75,380,1.24K,-0.46%
11-Mar-15,384,382.25,387.75,381.5,1.61K,0.46%
10-Mar-15,382.25,383,384.5,377,4.13K,-0.26%
9-Mar-15,383.25,379.25,384.75,379.25,1.90K,1.05%
6-Mar-15,379.25,381,382.5,376.5,4.63K,-0.91%
5-Mar-15,382.75,381.25,384.75,380,6.37K,0.33%
4-Mar-15,381.5,382,382.75,378,10.63K,-0.13%
3-Mar-15,382,379,382.75,375.75,13.91K,0.86%
2-Mar-15,378.75,383,385.5,377.5,16.97K,-1.50%
27-Feb-15,384.5,379,387.25,377,35.37K,1.18%
26-Feb-15,380,376,382.25,375,95.57K,1.13%
25-Feb-15,375.75,378,379.5,371.5,115.84K,-0.46%
24-Feb-15,377.5,379,387,377.5,207.23K,-0.33%
23-Feb-15,378.75,385.25,386,377.5,142.80K,-1.69%
20-Feb-15,385.25,389,389.5,383.5,131.26K,-1.15%
19-Feb-15,389.75,383.75,391.25,382.25,176.13K,1.56%
18-Feb-15,383.75,389,390.5,383,162.32K,-1.48%
17-Feb-15,389.5,387,391,385,164.64K,0.58%
13-Feb-15,387.25,383,388.5,382.25,167.27K,1.11%
12-Feb-15,383,385.25,387.75,381.25,169.38K,-0.71%
11-Feb-15,385.75,388,389.75,384,178.88K,-0.58%
10-Feb-15,388,390.75,391.5,384.5,209.35K,-0.83%
9-Feb-15,391.25,385.25,391.75,383.5,217.64K,1.43%
6-Feb-15,385.75,385,389.5,380,202.34K,0.13%
5-Feb-15,385.25,382.5,387.5,381.5,136.40K,0.46%
4-Feb-15,383.5,385,388.25,379.5,178.70K,-0.58%
3-Feb-15,385.75,370,388.5,370,238.53K,4.33%
2-Feb-15,369.75,369.75,378.5,367.5,154.76K,-0.07%
30-Jan-15,370,372.75,373,365.75,194.63K,-0.40%
29-Jan-15,371.5,373.5,373.5,368,192.84K,-0.47%
28-Jan-15,373.25,380.75,381.5,373,167.62K,-2.10%
27-Jan-15,381.25,383.5,386,380,108.70K,-0.72%
26-Jan-15,384,385.75,388.25,382.25,102.85K,-0.71%
23-Jan-15,386.75,384,388.5,382,169.57K,0.78%
22-Jan-15,383.75,387.75,390.5,382.5,139.78K,-1.10%
21-Jan-15,388,390,392.5,386.25,114.63K,-0.58%
20-Jan-15,390.25,385.25,391,382.25,138.12K,0.84%
16-Jan-15,387,380.5,388,379.5,142.83K,1.84%
15-Jan-15,380,382.75,388,376,189.77K,-0.26%
14-Jan-15,381,386,386.25,376,236.41K,-1.23%
13-Jan-15,385.75,402,406.5,384.5,250.52K,-4.04%
12-Jan-15,402,399,407,390,269.59K,0.44%
9-Jan-15,400.25,394.75,401.5,393,154.55K,1.52%
8-Jan-15,394.25,396.5,398.75,392.75,118.97K,-0.50%
7-Jan-15,396.25,404.75,407.25,395.75,131.69K,-2.16%
6-Jan-15,405,405.5,409.5,402.25,138.31K,-0.25%
5-Jan-15,406,395.75,406.75,394.5,140.39K,2.59%
2-Jan-15,395.75,396.25,398.5,391.5,88.77K,-0.31%
31-Dec-14,397,406,406.5,396,119.26K,-2.34%
30-Dec-14,406.5,411.75,412.75,406,95.78K,-1.51%
29-Dec-14,412.75,414,417,410.75,86.31K,-0.45%
28-Dec-14,414.63,414.63,414.63,414.63,-,-0.03%
26-Dec-14,414.75,410.25,415,405.75,52.28K,1.72%
24-Dec-14,407.75,413.5,415,405.75,68.81K,-1.51%
23-Dec-14,414,411,415.75,410.5,90.86K,0.55%
22-Dec-14,411.75,409.75,414.25,408.5,90.60K,0.21%
21-Dec-14,410.88,410.88,410.88,410.88,-,0.09%
19-Dec-14,410.5,410.75,411.25,405,117.61K,-0.12%
18-Dec-14,411,408,414,407,125.32K,0.67%
17-Dec-14,408.25,405.75,410,403.5,120.24K,0.55%
16-Dec-14,406,407.75,411.5,404,172.14K,-0.61%
15-Dec-14,408.5,407.5,412.5,405,162.94K,0.52%
14-Dec-14,406.38,406.38,406.38,406.38,-,2.56%
12-Dec-14,396.25,389.75,398.5,388,1.52K,1.60%
11-Dec-14,390,382.5,390.5,382.5,5.45K,1.96%
10-Dec-14,382.5,382.5,384.75,377.75,5.46K,-0.13%
9-Dec-14,383,377.25,383.75,374.75,7.14K,1.46%
8-Dec-14,377.5,380.5,386.25,376.5,7.01K,-4.64%
7-Dec-14,395.88,395.88,395.88,395.88,-,3.77%
5-Dec-14,381.5,375.25,382.5,372.25,3.53K,1.46%
4-Dec-14,376,368.5,376.75,367.5,9.63K,1.97%
3-Dec-14,368.75,367.5,369.5,364.25,8.08K,0.27%
2-Dec-14,367.75,375.25,376.75,367.5,13.66K,-2.06%
1-Dec-14,375.5,374,377.75,370.25,18.53K,-3.56%
30-Nov-14,389.38,389.38,389.38,389.38,-,3.63%
28-Nov-14,375.75,377,380.25,370.25,29.22K,-4.05%
27-Nov-14,391.63,391.63,391.63,391.63,-,3.54%
26-Nov-14,378.25,374,378.75,373.75,163.80K,1.07%
25-Nov-14,374.25,367.5,375.25,366.25,153.23K,1.84%
24-Nov-14,367.5,372.25,372.75,365.5,159.59K,-1.41%
21-Nov-14,372.75,372.75,381.5,369.75,208.54K,-0.13%
20-Nov-14,373.25,363,374.75,362.5,192.32K,2.75%
19-Nov-14,363.25,371.75,372,362.75,203.63K,-2.35%
18-Nov-14,372,377.5,378.75,371.25,165.78K,-1.46%
17-Nov-14,377.5,381.5,384.25,374.25,166.79K,-1.11%
14-Nov-14,381.75,385.5,387,380.5,160.96K,-1.17%
13-Nov-14,386.25,377,389,377,299.51K,2.25%
12-Nov-14,377.75,373.5,385,372.75,337.61K,1.07%
11-Nov-14,373.75,368.25,374.5,365.5,225.10K,1.22%
10-Nov-14,369.25,366,378.75,364.75,308.19K,0.48%
7-Nov-14,367.5,370,371.75,364.25,207.97K,-1.01%
6-Nov-14,371.25,369.5,374.5,366.5,173.69K,0.27%
5-Nov-14,370.25,364,371.75,359,213.92K,1.58%
4-Nov-14,364.5,372.5,372.5,364,178.12K,-2.41%
3-Nov-14,373.5,374.5,375.25,370.5,157.75K,-0.86%
31-Oct-14,376.75,372.75,378,368,190.82K,0.74%
30-Oct-14,374,374.75,381,371.5,203.15K,-0.33%
29-Oct-14,375.25,364.25,376,362.5,217.05K,2.95%
28-Oct-14,364.5,362.5,371.75,361.25,222.30K,0.41%
27-Oct-14,363,351.75,363.75,348.5,172.97K,2.83%
24-Oct-14,353,359.25,365,352.25,162.47K,-1.88%
23-Oct-14,359.75,352,360.25,351,144.31K,1.91%
22-Oct-14,353,355.5,361,352.25,174.94K,-0.84%
21-Oct-14,356,347.5,358.75,347,159.48K,2.23%
20-Oct-14,348.25,345.25,349,342,140.83K,0.07%
17-Oct-14,348,351.75,355.75,346.5,127.18K,-1.21%
16-Oct-14,352.25,347.75,353,345,138.24K,1.37%
15-Oct-14,347.5,356,358.25,346.5,183.38K,-2.66%
14-Oct-14,357,345.5,357.5,343,194.80K,3.18%
13-Oct-14,346,333.5,347.5,330.5,142.10K,3.59%
10-Oct-14,334,343.25,348.5,332.5,234.75K,-3.12%
9-Oct-14,344.75,342.5,348,340.75,174.55K,0.44%
8-Oct-14,343.25,340,343.5,337.5,127.49K,0.81%
7-Oct-14,340.5,331.75,342.25,330.5,218.11K,2.41%
6-Oct-14,332.5,323.25,332.75,323.25,134.90K,2.86%
3-Oct-14,323.25,322.75,325.75,321,92.12K,0.15%
2-Oct-14,322.75,320.5,323.25,319.25,123.13K,0.47%
1-Oct-14,321.25,320.25,323.5,318.25,121.91K,0.16%
30-Sep-14,320.75,325.5,326.25,319.5,173.98K,-1.53%
29-Sep-14,325.75,322.25,326.5,322,104.81K,0.85%
26-Sep-14,323,326,327,322.75,86.61K,-0.92%
25-Sep-14,326,329.25,330.75,325.25,107.74K,-1.06%
24-Sep-14,329.5,325.5,330,324.75,132.65K,1.23%
23-Sep-14,325.5,329.5,331,324.75,125.17K,-1.44%
22-Sep-14,330.25,331,331.5,326.75,131.67K,-0.38%
19-Sep-14,331.5,338,338.25,331.5,107.64K,-2.00%
18-Sep-14,338.25,341,341.75,338,100.94K,-1.02%
17-Sep-14,341.75,343.25,344.25,339.25,83.63K,-0.58%
16-Sep-14,343.75,342.5,350.5,338.75,144.55K,0.22%
15-Sep-14,343,337,343.5,335.75,102.67K,1.18%
12-Sep-14,339,333.5,335,330.25,0.33K,2.19%
11-Sep-14,331.75,338,338,329,1.73K,-2.07%
10-Sep-14,338.75,336,340.75,335,1.30K,0.74%
9-Sep-14,336.25,338.75,338.75,334.75,1.60K,-0.88%
8-Sep-14,339.25,345,348,336.75,0.89K,-2.09%
5-Sep-14,346.5,336.25,347.5,335.25,3.22K,3.20%
4-Sep-14,335.75,341.25,342.25,333.25,5.05K,-1.61%
3-Sep-14,341.25,355,355,340.5,11.53K,-4.08%
2-Sep-14,355.75,357.5,360.75,355,11.40K,-0.91%
29-Aug-14,359,360,361.75,356,30.83K,-0.76%
28-Aug-14,361.75,355.25,362,354.75,71.29K,1.62%
27-Aug-14,356,355,356.5,352.5,72.87K,0.00%
26-Aug-14,356,359,359.5,353.5,86.30K,-1.11%
25-Aug-14,360,363.5,364.25,358.75,78.75K,-1.50%
22-Aug-14,365.5,361.25,367,361.25,107.06K,0.90%
21-Aug-14,362.25,358.75,366,358,98.46K,0.76%
20-Aug-14,359.5,361.5,362,356.25,95.88K,-0.83%
19-Aug-14,362.5,360,363.25,356.5,80.14K,0.49%
18-Aug-14,360.75,365.5,370,359.75,78.82K,-1.37%
15-Aug-14,365.75,361,368,360.5,74.81K,1.04%
14-Aug-14,362,357.75,362.75,355,68.51K,1.12%
13-Aug-14,358,358,361,354.5,110.22K,-0.14%
12-Aug-14,358.5,355.5,362,347.75,194.07K,0.49%
11-Aug-14,356.75,351,357.75,350.5,165.30K,1.42%
8-Aug-14,351.75,358.75,359.5,351.25,123.61K,-2.16%
7-Aug-14,359.5,362,362.75,355.75,133.13K,-1.03%
6-Aug-14,363.25,355.75,364,355.5,75.36K,1.96%
5-Aug-14,356.25,358,358.25,353,65.79K,-0.70%
4-Aug-14,358.75,351.5,361.25,351.5,75.70K,1.95%
3-Aug-14,351.88,351.88,351.88,351.88,-,-0.18%
1-Aug-14,352.5,357,358.75,351.5,73.34K,-1.26%
31-Jul-14,357,360.5,361.5,356.75,68.93K,-1.31%
30-Jul-14,361.75,361,364.25,357.75,78.87K,0.07%
29-Jul-14,361.5,367.5,368.5,358.5,76.34K,-1.70%
28-Jul-14,367.75,363,369.25,363,62.89K,1.31%
25-Jul-14,363,361,363.5,357,76.15K,0.41%
24-Jul-14,361.5,361.75,369,356.5,80.59K,-0.28%
23-Jul-14,362.5,360,363.5,357.5,59.92K,0.62%
22-Jul-14,360.25,363.5,367,359.75,56.74K,-1.03%
21-Jul-14,364,369,369,363,80.27K,-1.95%
18-Jul-14,371.25,379,381.25,370,63.66K,-2.17%
17-Jul-14,379.5,378,387.75,374.5,99.24K,0.33%
16-Jul-14,378.25,374,386.25,373.75,87.37K,1.14%
15-Jul-14,374,381,381.25,371,104.82K,-4.16%
14-Jul-14,390.25,397.75,408.75,390,0.64K,-2.38%
11-Jul-14,399.75,400.5,403.5,394,1.99K,-0.19%
10-Jul-14,400.5,404,406,399.25,2.87K,-0.87%
9-Jul-14,404,408.75,408.75,400.75,3.04K,-1.04%
8-Jul-14,408.25,410.5,411,407.25,3.81K,-0.24%
7-Jul-14,409.25,412.25,413.25,405.5,2.82K,-0.09%
6-Jul-14,409.63,409.63,409.63,409.63,-,-1.77%
3-Jul-14,417,418.75,420.25,416.25,3.04K,-0.36%
2-Jul-14,418.5,423,423.25,416.25,6.36K,-1.01%
1-Jul-14,422.75,423.75,423.75,416,9.74K,-0.35%
30-Jun-14,424.25,443,443.75,422.5,32.99K,-4.23%
27-Jun-14,443,442.25,444.5,440,111.68K,0.06%
26-Jun-14,442.75,441.5,446,440.75,121.75K,0.40%
25-Jun-14,441,443,443,440,135.83K,-0.45%
24-Jun-14,443,444.75,445,439.5,108.66K,-0.34%
23-Jun-14,444.5,453,457.75,444,113.22K,-1.93%
20-Jun-14,453.25,449.75,453.75,446.25,112.31K,0.61%
19-Jun-14,450.5,441,450.75,441,117.24K,2.04%
18-Jun-14,441.5,438.5,443.75,438.5,95.34K,0.63%
17-Jun-14,438.75,440.75,441.5,435.5,109.89K,-0.51%
16-Jun-14,441,444.25,449.5,440.25,128.96K,-1.34%
13-Jun-14,447,444,449.75,443.75,127.96K,0.68%
12-Jun-14,444,440.5,445,439.5,157.87K,0.68%
11-Jun-14,441,445.5,449.75,439.25,185.49K,-1.01%
10-Jun-14,445.5,450.5,455,444.75,142.52K,-1.22%
9-Jun-14,451,457,457.5,445.5,158.20K,-1.74%
6-Jun-14,459,449,459.75,447,163.78K,2.23%
5-Jun-14,449,457,458,448.5,113.82K,-1.59%
4-Jun-14,456.25,458.5,460.5,454.25,93.36K,-0.44%
3-Jun-14,458.25,463.25,465,456,118.13K,-1.56%
2-Jun-14,465.5,465,470.5,460.25,160.53K,-0.05%
30-May-14,465.75,469.75,473.5,465,128.75K,-0.80%
29-May-14,469.5,472.5,472.75,467.25,131.25K,-0.63%
28-May-14,472.5,469.75,473,466.5,102.76K,0.59%
27-May-14,469.75,474.5,475,469.25,101.11K,-1.73%
23-May-14,478,477.5,480.5,475.5,85.64K,0.26%
22-May-14,476.75,474.5,482.5,472.5,110.93K,0.47%
21-May-14,474.5,473.5,476,472.5,96.48K,0.21%
20-May-14,473.5,477.75,481.25,473,113.17K,-0.79%
19-May-14,477.25,481.75,482.5,476.25,119.75K,-1.29%
16-May-14,483.5,484.5,487,480.25,92.66K,-0.15%
15-May-14,484.25,495.5,497.25,481.75,138.76K,-2.12%
14-May-14,494.75,503.25,505.5,498,0.36K,-1.69%
13-May-14,503.25,498,503.75,497,2.04K,1.16%
12-May-14,497.5,503,503,495.75,2.33K,-1.97%
11-May-14,507.5,507.5,507.5,507.5,-,0.50%
9-May-14,505,512,519.5,503,2.07K,-1.61%
8-May-14,513.25,510.75,514,505,1.66K,0.59%
7-May-14,510.25,512,514,507,2.56K,-0.54%
6-May-14,513,503,514,497.75,4.15K,1.94%
5-May-14,503.25,494,504.5,493.25,3.53K,1.87%
2-May-14,494,503,505.25,492,15.13K,-1.84%
1-May-14,503.25,513.25,515.75,501,18.18K,-2.09%
30-Apr-14,514,515,515.5,509,30.70K,-0.34%
29-Apr-14,515.75,509,516,508.25,87.22K,1.58%
28-Apr-14,507.75,506.25,512.5,505.25,99.35K,0.15%
25-Apr-14,507,501.25,510.75,500.75,90.45K,1.15%
24-Apr-14,501.25,502.75,507.5,499.5,111.42K,-0.45%
23-Apr-14,503.5,495.75,504.25,494.5,107.48K,1.46%
22-Apr-14,496.25,489,500,487.25,162.63K,1.59%
21-Apr-14,488.5,494,494,485.5,115.41K,-1.26%
17-Apr-14,494.75,497.5,501.25,493,98.96K,-0.55%
16-Apr-14,497.5,502.5,505,495.25,103.71K,-1.24%
15-Apr-14,503.75,502.75,506.75,497.5,134.42K,0.15%
14-Apr-14,503,498.25,507,497.5,113.22K,0.90%
11-Apr-14,498.5,499,505.25,497.5,147.25K,-0.55%
10-Apr-14,501.25,502,503,494,152.75K,-0.20%
9-Apr-14,502.25,506.25,519,500,266.12K,-0.94%
8-Apr-14,507,498.5,507.75,496.25,131.39K,1.55%
7-Apr-14,499.25,500.25,502.5,494.5,156.86K,-0.50%
4-Apr-14,501.75,498.5,502.5,492.75,102.93K,0.35%
3-Apr-14,500,497,501,494,107.97K,0.86%
2-Apr-14,495.75,506.75,507.5,490.5,159.00K,-2.32%
1-Apr-14,507.5,501.5,512.5,501.25,172.04K,1.10%
31-Mar-14,502,490.25,503.75,475,283.22K,2.03%
28-Mar-14,492,491,496.25,489,118.11K,0.00%
27-Mar-14,492,484,492.75,482,132.27K,1.55%
26-Mar-14,484.5,486,487.75,482.5,79.97K,-0.41%
25-Mar-14,486.5,489.5,490,485,84.75K,-0.71%
24-Mar-14,490,479,491,478.5,110.12K,2.30%
21-Mar-14,479,478.5,481,476,86.24K,0.10%
20-Mar-14,478.5,487,487.5,478,102.86K,-1.90%
19-Mar-14,487.75,485.75,491.75,482.25,113.87K,0.31%
18-Mar-14,486.25,478.25,487,477,90.58K,1.51%
17-Mar-14,479,484.5,487.5,476.5,85.19K,1.43%
14-Mar-14,472.25,484.5,484.75,480.5,0.32K,-2.48%
13-Mar-14,484.25,483.75,486.25,477.5,1.12K,0.00%
12-Mar-14,484.25,477.75,484.5,472,1.04K,1.31%
11-Mar-14,478,471.75,480,468.25,1.33K,1.27%
10-Mar-14,472,479,481.25,470.25,1.56K,-1.87%
7-Mar-14,481,485.25,495,478,7.13K,-0.98%
6-Mar-14,485.75,474.25,487.25,473.75,4.26K,2.21%
5-Mar-14,475.25,475,481,472.25,6.73K,-0.31%
4-Mar-14,476.75,462.75,477.5,458,10.94K,2.75%
3-Mar-14,464,459,476.25,457.25,20.82K,1.42%
28-Feb-14,457.5,448,458.75,447.75,36.98K,2.12%
27-Feb-14,448,455,458,447,140.68K,-1.65%
26-Feb-14,455.5,454.75,459,452,113.29K,-0.05%
25-Feb-14,455.75,451,456.25,448.25,123.59K,0.94%
24-Feb-14,451.5,451.5,452.75,445.5,141.75K,-0.33%
21-Feb-14,453,455.5,456.5,450.25,145.58K,-0.60%
20-Feb-14,455.75,453.25,456.5,451,191.96K,0.44%
19-Feb-14,453.75,448.5,455.25,448.25,243.33K,0.95%
18-Feb-14,449.5,445,450,444.5,140.68K,0.95%
14-Feb-14,445.25,440.25,446,438,177.42K,1.08%
13-Feb-14,440.5,439.75,442,439,174.15K,0.11%
12-Feb-14,440,440.75,445.75,439.25,209.92K,-0.34%
11-Feb-14,441.5,442.75,444,437.25,221.22K,-0.34%
10-Feb-14,443,442.75,449,440,252.41K,-0.28%
7-Feb-14,444.25,442.5,445,440.5,171.62K,0.28%
6-Feb-14,443,442.5,447.25,441.25,191.09K,-0.06%
5-Feb-14,443.25,441,444,439,169.91K,0.34%
4-Feb-14,441.75,435.5,442,434.5,179.80K,1.38%
3-Feb-14,435.75,433.5,438.75,433.25,167.84K,0.40%
31-Jan-14,434,432.5,434.75,431.25,135.05K,0.12%
30-Jan-14,433.5,427.5,434.5,427.25,174.53K,1.40%
29-Jan-14,427.5,431.25,431.75,427,147.43K,-1.04%
28-Jan-14,432,431,433.75,430.75,118.86K,0.06%
27-Jan-14,431.75,428.75,432.75,427,132.84K,0.52%
24-Jan-14,429.5,428.5,430.25,425.5,126.82K,0.12%
23-Jan-14,429,426,431.25,425.75,157.78K,0.65%
22-Jan-14,426.25,425,429,424.5,114.79K,0.29%
21-Jan-14,425,424,425.75,421,134.01K,0.24%
17-Jan-14,424,427,428,422.25,95.49K,-0.93%
16-Jan-14,428,425.75,430,425,131.70K,0.53%
15-Jan-14,425.75,431,431.5,425.5,118.78K,-1.33%
14-Jan-14,431.5,433.5,434,427.25,156.82K,-0.69%
13-Jan-14,434.5,431.75,435.5,430.5,219.14K,0.40%
10-Jan-14,432.75,411.5,433,406.25,365.58K,5.04%
9-Jan-14,412,416,416.75,408,228.11K,-1.20%
8-Jan-14,417,425.25,427.75,414,221.23K,-2.11%
7-Jan-14,426,427,430,425.25,124.44K,-0.41%
6-Jan-14,427.75,423.5,428,423.5,96.64K,1.00%
3-Jan-14,423.5,420.5,424,417,110.19K,0.71%
2-Jan-14,420.5,422,427.25,418.5,136.28K,-0.21%
1-Jan-14,421.38,421.38,421.38,421.38,-,-0.15%
31-Dec-13,422,423.5,423.5,421,77.09K,-0.35%
30-Dec-13,423.5,426.5,426.75,423,60.44K,-0.94%
27-Dec-13,427.5,426.25,429,426,52.40K,0.29%
26-Dec-13,426.25,433,433,426,72.95K,-1.90%
24-Dec-13,434.5,433.5,435.75,431.75,28.45K,0.06%
23-Dec-13,434.25,433,436,431.75,65.97K,0.23%
20-Dec-13,433.25,429.75,434.25,427.5,92.62K,0.64%
19-Dec-13,430.5,425,431,424.25,99.37K,1.29%
18-Dec-13,425,426,429.75,423,81.54K,-0.41%
17-Dec-13,426.75,423,429,422,89.62K,0.83%
16-Dec-13,423.25,425.75,426.5,420.5,114.42K,0.65%
13-Dec-13,420.5,430,430,420.5,0.29K,-1.81%
12-Dec-13,428.25,431.25,431.75,424.25,1.68K,-0.70%
11-Dec-13,431.25,427.5,432,426,1.78K,0.88%
10-Dec-13,427.5,428,431.25,421.75,3.14K,-0.23%
9-Dec-13,428.5,424,429,422.75,1.40K,1.06%
6-Dec-13,424,422.5,425,419.5,2.08K,0.30%
5-Dec-13,422.75,425.5,426.25,420.5,2.39K,-0.65%
4-Dec-13,425.5,421.5,430,418,7.67K,0.83%
3-Dec-13,422,416.5,423,414.75,9.18K,1.32%
2-Dec-13,416.5,414.75,417.25,410,14.98K,0.30%
29-Nov-13,415.25,418.75,419.5,413,21.82K,-0.48%
27-Nov-13,417.25,418,422.25,416.25,132.01K,-0.30%
26-Nov-13,418.5,424.75,425,415.75,134.29K,-1.47%
25-Nov-13,424.75,422.5,426.5,422.25,122.50K,-1.19%
24-Nov-13,429.88,429.88,429.88,429.88,-,1.81%
22-Nov-13,422.25,422.25,426.75,420.5,191.25K,-0.18%
21-Nov-13,423,417,424,416.75,184.36K,1.44%
20-Nov-13,417,417.5,419,415,146.18K,-0.18%
19-Nov-13,417.75,411.75,419,410.75,184.95K,1.40%
18-Nov-13,412,421.5,422.5,411.5,251.10K,-2.37%
15-Nov-13,422,426,430,421.5,215.39K,-1.06%
14-Nov-13,426.5,429.75,431.25,425.5,166.63K,-0.76%
13-Nov-13,429.75,432,434.5,428.75,226.43K,-0.58%
12-Nov-13,432.25,434.25,438,430.25,176.53K,-0.58%
11-Nov-13,434.75,427.25,437.25,427.25,256.56K,1.87%
8-Nov-13,426.75,419.5,429.5,415.5,367.86K,1.49%
7-Nov-13,420.5,421,424.25,419,240.01K,-0.18%
6-Nov-13,421.25,424.5,426,420.75,203.38K,-0.88%
5-Nov-13,425,425.5,427,424,173.09K,-0.29%
4-Nov-13,426.25,426.25,428.75,425.25,154.96K,-0.23%
1-Nov-13,427.25,427.75,429.75,425.75,175.60K,-0.23%
31-Oct-13,428.25,430,436.25,427,226.90K,-0.46%
30-Oct-13,430.25,431.5,435,429.5,145.11K,-0.41%
29-Oct-13,432,430.25,434,428.25,160.43K,0.29%
28-Oct-13,430.75,439,440,430.25,197.96K,-2.10%
25-Oct-13,440,440,442,439.5,114.54K,-0.06%
